_id,Gender,Age,Driving_License,Region_Code,Previously_Insured,Vehicle_Age,Vehicle_Damage,Annual_Premium,Policy_Sales_Channel,Vintage,Response
679c3f9b153edc64d0d45d5b,Female,25,1,14.0,1,< 1 Year,No,31915.0,152.0,279,0
679c3f9a153edc64d0d14d27,Male,56,1,28.0,1,1-2 Year,Yes,32500.0,26.0,32,0
679c3f9a153edc64d0d1a75c,Male,27,1,41.0,1,< 1 Year,No,32547.0,152.0,100,0
679c3f9b153edc64d0d39f27,Male,55,1,28.0,0,1-2 Year,Yes,37427.0,26.0,61,0
679c3f9a153edc64d0d070e3,Male,44,1,17.0,0,1-2 Year,Yes,2630.0,26.0,61,0
679c3f9b153edc64d0d33196,Male,51,1,5.0,1,1-2 Year,No,29919.0,26.0,70,0
679c3f9a153edc64d0d0c756,Male,56,1,3.0,0,1-2 Year,Yes,35268.0,26.0,42,0
679c3f9a153edc64d0d185ea,Female,41,1,28.0,1,1-2 Year,No,60664.0,26.0,55,0
679c3f9a153edc64d0d21e04,Female,75,1,28.0,1,1-2 Year,No,43496.0,26.0,67,0
679c3f99153edc64d0cf0724,Male,55,1,8.0,0,1-2 Year,Yes,53721.0,26.0,210,1
679c3f9a153edc64d0d19ef2,Male,66,1,33.0,0,1-2 Year,No,28605.0,26.0,155,0
679c3f9a153edc64d0d07715,Female,30,1,13.0,1,< 1 Year,No,2630.0,152.0,208,0
679c3f9b153edc64d0d3f668,Male,22,1,15.0,0,< 1 Year,Yes,31403.0,152.0,203,0
679c3f9a153edc64d0d2f578,Female,26,1,14.0,1,< 1 Year,No,32802.0,152.0,29,0
679c3f9b153edc64d0d4977d,Male,51,1,29.0,0,1-2 Year,Yes,30463.0,124.0,123,0
679c3f99153edc64d0d00b57,Male,52,1,40.0,0,1-2 Year,No,26774.0,124.0,248,0
679c3f99153edc64d0cf232e,Female,39,1,46.0,0,1-2 Year,Yes,31826.0,91.0,19,1
679c3f9b153edc64d0d3462a,Male,64,1,8.0,0,1-2 Year,Yes,42211.0,152.0,149,1
679c3f9a153edc64d0d09bc5,Male,46,1,28.0,0,1-2 Year,Yes,23662.0,45.0,35,1
679c3f9b153edc64d0d46e5c,Female,55,1,46.0,1,1-2 Year,No,2630.0,29.0,148,0
679c3f9b153edc64d0d48b85,Female,22,1,8.0,1,< 1 Year,No,31590.0,152.0,255,0
679c3f9a153edc64d0d0a532,Female,21,1,15.0,0,< 1 Year,No,29987.0,160.0,102,0
679c3f99153edc64d0cf90d5,Male,25,1,36.0,0,< 1 Year,Yes,33205.0,152.0,204,0
679c3f9b153edc64d0d33f9e,Female,73,1,9.0,1,1-2 Year,No,33197.0,11.0,51,0
679c3f99153edc64d0cf9571,Female,23,1,21.0,1,< 1 Year,No,44259.0,152.0,280,0
679c3f99153edc64d0cfdc67,Male,42,1,5.0,0,1-2 Year,No,22330.0,124.0,93,0
679c3f9a153edc64d0d22bfc,Male,73,1,28.0,0,1-2 Year,Yes,37007.0,124.0,20,1
679c3f9b153edc64d0d345cd,Female,25,1,28.0,0,< 1 Year,Yes,44152.0,152.0,274,0
679c3f9a153edc64d0d062a1,Female,25,1,28.0,0,< 1 Year,Yes,38865.0,163.0,263,0
679c3f9a153edc64d0d1d3f1,Male,53,1,28.0,0,1-2 Year,Yes,38588.0,124.0,104,1
679c3f9a153edc64d0d233b8,Male,57,1,7.0,0,1-2 Year,Yes,34006.0,124.0,11,0
679c3f9a153edc64d0d1f17a,Female,29,1,28.0,1,< 1 Year,No,29589.0,152.0,54,0
679c3f9a153edc64d0d07634,Male,42,1,28.0,1,1-2 Year,No,41642.0,26.0,107,0
679c3f9a153edc64d0d20c76,Male,70,0,28.0,0,1-2 Year,Yes,51176.0,26.0,281,1
679c3f9a153edc64d0d26fc2,Male,42,1,28.0,1,1-2 Year,No,33519.0,124.0,112,0
679c3f99153edc64d0d01137,Female,24,1,15.0,0,< 1 Year,Yes,32642.0,152.0,296,0
679c3f9a153edc64d0d05e38,Male,38,1,46.0,1,1-2 Year,No,2630.0,124.0,147,0
679c3f9b153edc64d0d412a1,Female,27,1,18.0,1,< 1 Year,No,2630.0,152.0,71,0
679c3f99153edc64d0cf302a,Male,66,1,36.0,1,1-2 Year,No,30430.0,122.0,117,0
679c3f9b153edc64d0d381fd,Male,22,1,36.0,1,< 1 Year,No,42954.0,152.0,183,0
679c3f9a153edc64d0d1030d,Male,52,1,18.0,1,1-2 Year,No,36069.0,26.0,250,0
679c3f99153edc64d0cf66c3,Male,50,1,47.0,0,1-2 Year,Yes,2630.0,124.0,91,0
679c3f9b153edc64d0d3a12c,Female,31,1,28.0,1,1-2 Year,No,72530.0,26.0,246,0
679c3f9a153edc64d0d0a894,Male,43,1,28.0,1,1-2 Year,No,40877.0,124.0,127,0
679c3f9a153edc64d0d1f5cf,Female,29,1,28.0,1,< 1 Year,No,35931.0,152.0,89,0
679c3f99153edc64d0d03bb8,Female,22,1,28.0,1,< 1 Year,No,64301.0,152.0,200,0
679c3f9a153edc64d0d18f00,Female,66,1,37.0,1,1-2 Year,No,54312.0,26.0,189,0
679c3f9a153edc64d0d2e998,Female,34,1,3.0,0,1-2 Year,Yes,24878.0,157.0,284,1
679c3f9a153edc64d0d29cb2,Male,57,1,28.0,1,1-2 Year,No,2630.0,26.0,286,0
679c3f99153edc64d0cfe6df,Female,44,1,28.0,0,1-2 Year,Yes,49873.0,26.0,253,0
679c3f9a153edc64d0d2a30b,Male,41,1,9.0,0,1-2 Year,Yes,2630.0,156.0,249,0
679c3f9b153edc64d0d47ef3,Male,23,1,9.0,0,< 1 Year,Yes,37698.0,151.0,10,0
679c3f9b153edc64d0d3d753,Male,25,1,28.0,0,< 1 Year,Yes,38489.0,152.0,161,1
679c3f9a153edc64d0d0cb1f,Male,51,1,18.0,1,1-2 Year,Yes,33973.0,124.0,100,0
679c3f9a153edc64d0d2fd95,Female,29,1,25.0,1,< 1 Year,No,22929.0,152.0,208,0
679c3f9a153edc64d0d25a2e,Female,23,1,13.0,0,< 1 Year,No,38236.0,152.0,19,0
679c3f9b153edc64d0d355c0,Female,24,1,6.0,1,< 1 Year,No,29808.0,152.0,248,0
679c3f9b153edc64d0d369ca,Male,48,1,41.0,0,1-2 Year,Yes,30537.0,26.0,228,0
679c3f9a153edc64d0d2bd84,Male,41,1,30.0,1,1-2 Year,No,2630.0,152.0,118,0
679c3f9b153edc64d0d3d727,Female,69,1,28.0,0,1-2 Year,Yes,53781.0,26.0,205,0
679c3f9a153edc64d0d17437,Male,31,1,11.0,0,1-2 Year,No,2630.0,156.0,70,0
679c3f99153edc64d0cf9491,Female,52,1,28.0,1,1-2 Year,No,2630.0,156.0,153,0
679c3f9b153edc64d0d420e4,Female,50,1,23.0,0,> 2 Years,Yes,45882.0,154.0,70,0
679c3f99153edc64d0cf74b4,Female,27,1,8.0,1,< 1 Year,No,33898.0,152.0,90,0
679c3f9b153edc64d0d40eaf,Male,27,1,18.0,1,< 1 Year,No,45831.0,152.0,290,0
679c3f9b153edc64d0d452da,Male,36,1,39.0,0,1-2 Year,No,2630.0,154.0,101,0
679c3f99153edc64d0cf8ed3,Female,70,1,33.0,0,1-2 Year,Yes,2630.0,26.0,206,0
679c3f99153edc64d0cff50a,Male,50,1,41.0,0,> 2 Years,Yes,40313.0,109.0,145,0
679c3f9a153edc64d0d15ab4,Male,42,1,28.0,0,1-2 Year,Yes,37811.0,124.0,105,0
679c3f99153edc64d0cf8d5e,Female,73,1,50.0,0,1-2 Year,Yes,38013.0,3.0,46,0
679c3f9a153edc64d0d2bb76,Male,42,1,8.0,0,> 2 Years,Yes,2630.0,156.0,282,0
679c3f9a153edc64d0d17eef,Female,48,1,19.0,0,1-2 Year,Yes,33447.0,124.0,243,0
679c3f9a153edc64d0d2bbf3,Male,42,1,41.0,0,1-2 Year,Yes,34013.0,124.0,249,1
679c3f9a153edc64d0d1a53d,Male,20,1,47.0,0,< 1 Year,Yes,35991.0,160.0,157,0
679c3f99153edc64d0cff346,Female,23,1,15.0,1,< 1 Year,No,35220.0,152.0,79,0
679c3f99153edc64d0cfd126,Male,34,1,28.0,1,1-2 Year,No,38547.0,26.0,121,0
679c3f9a153edc64d0d2eaa6,Male,24,1,10.0,1,< 1 Year,No,26724.0,152.0,107,0
679c3f9b153edc64d0d4a88f,Female,24,1,45.0,1,< 1 Year,No,30577.0,152.0,245,0
679c3f9a153edc64d0d2928c,Female,43,1,46.0,0,1-2 Year,Yes,23232.0,124.0,247,1
679c3f9a153edc64d0d11637,Female,27,1,41.0,0,1-2 Year,Yes,37471.0,154.0,71,1
679c3f9b153edc64d0d3a0f4,Male,53,1,11.0,1,1-2 Year,No,46948.0,26.0,57,0
679c3f9a153edc64d0d06993,Male,22,1,19.0,1,< 1 Year,No,2630.0,160.0,67,0
679c3f9a153edc64d0d07428,Male,28,1,7.0,0,< 1 Year,Yes,30276.0,152.0,66,0
679c3f9a153edc64d0d144d3,Female,38,1,28.0,0,1-2 Year,Yes,44818.0,124.0,190,0
679c3f9a153edc64d0d1e369,Male,31,1,41.0,1,< 1 Year,No,33168.0,152.0,194,0
679c3f99153edc64d0cfe33f,Female,25,1,36.0,1,< 1 Year,No,31671.0,160.0,193,0
679c3f9b153edc64d0d325f6,Male,45,1,38.0,0,1-2 Year,Yes,30716.0,26.0,290,0
679c3f9a153edc64d0d06470,Female,25,1,21.0,1,< 1 Year,No,27519.0,152.0,43,0
679c3f9b153edc64d0d356e4,Male,25,1,29.0,0,< 1 Year,Yes,38262.0,124.0,259,0
679c3f9b153edc64d0d3ce1a,Male,21,1,28.0,0,1-2 Year,Yes,27913.0,157.0,181,0
679c3f99153edc64d0cf26ad,Male,40,1,29.0,0,1-2 Year,Yes,31181.0,124.0,61,1
679c3f99153edc64d0cfdf10,Female,23,1,30.0,1,< 1 Year,No,17697.0,152.0,113,0
679c3f99153edc64d0cf849d,Female,22,1,26.0,1,< 1 Year,No,30246.0,152.0,12,0
679c3f9a153edc64d0d275fb,Female,25,1,28.0,0,< 1 Year,Yes,34528.0,26.0,107,0
679c3f9a153edc64d0d1dd68,Female,25,1,41.0,1,< 1 Year,No,66258.0,26.0,26,0
679c3f9b153edc64d0d41f88,Male,26,1,41.0,1,< 1 Year,No,37258.0,152.0,69,0
679c3f99153edc64d0cf9cab,Female,58,1,28.0,0,1-2 Year,Yes,34831.0,124.0,249,1
679c3f9a153edc64d0d0d2a1,Male,26,1,37.0,1,< 1 Year,No,2630.0,160.0,259,0
679c3f99153edc64d0cf2457,Female,23,1,11.0,1,< 1 Year,No,33541.0,152.0,179,0
679c3f9a153edc64d0d295c7,Female,40,1,8.0,1,1-2 Year,No,30582.0,124.0,17,0
679c3f9a153edc64d0d1aca9,Male,63,1,28.0,1,1-2 Year,No,57219.0,26.0,41,0
679c3f9a153edc64d0d184c8,Male,54,1,48.0,0,1-2 Year,Yes,2630.0,124.0,43,0
679c3f9b153edc64d0d49807,Female,23,1,28.0,1,< 1 Year,No,41605.0,152.0,266,0
679c3f9b153edc64d0d3f6a5,Male,45,1,28.0,0,1-2 Year,Yes,34097.0,124.0,157,0
679c3f99153edc64d0d03a91,Female,59,1,28.0,1,1-2 Year,No,62314.0,122.0,59,0
679c3f9a153edc64d0d12ca2,Male,59,1,44.0,0,1-2 Year,Yes,42407.0,26.0,242,0
679c3f9b153edc64d0d319c2,Female,43,1,28.0,0,1-2 Year,Yes,2630.0,124.0,52,1
679c3f9a153edc64d0d2a7a0,Female,42,1,28.0,0,1-2 Year,Yes,29683.0,124.0,190,1
679c3f9a153edc64d0d1bc03,Male,21,1,41.0,0,< 1 Year,Yes,18194.0,154.0,75,0
679c3f9b153edc64d0d3737f,Male,63,1,13.0,1,1-2 Year,No,28130.0,26.0,112,0
679c3f9b153edc64d0d3feca,Female,72,1,8.0,1,1-2 Year,No,38118.0,26.0,138,0
679c3f9b153edc64d0d47a9e,Male,25,1,8.0,1,< 1 Year,No,2630.0,152.0,176,0
679c3f9a153edc64d0d2cff6,Male,69,1,9.0,0,> 2 Years,Yes,40265.0,124.0,43,0
679c3f9b153edc64d0d4bbbc,Female,58,1,33.0,0,1-2 Year,Yes,28491.0,26.0,196,0
679c3f9b153edc64d0d3cba7,Female,41,1,14.0,0,1-2 Year,Yes,2630.0,157.0,106,0
679c3f9b153edc64d0d37d33,Male,46,1,28.0,0,1-2 Year,Yes,29438.0,124.0,221,0
679c3f9b153edc64d0d333c2,Male,21,1,27.0,1,< 1 Year,No,35146.0,152.0,63,0
679c3f9a153edc64d0d134f9,Female,23,1,6.0,1,< 1 Year,No,22204.0,152.0,161,0
679c3f9b153edc64d0d393bb,Female,33,1,15.0,0,< 1 Year,Yes,2630.0,160.0,128,0
679c3f9b153edc64d0d3edc8,Female,20,1,50.0,1,< 1 Year,No,25600.0,160.0,186,0
679c3f9b153edc64d0d3c8b4,Female,23,1,32.0,1,< 1 Year,No,28521.0,26.0,277,0
679c3f9b153edc64d0d3b743,Male,61,1,28.0,0,> 2 Years,Yes,45222.0,26.0,178,0
679c3f99153edc64d0d00c68,Male,21,1,50.0,1,< 1 Year,No,2630.0,160.0,129,0
679c3f99153edc64d0cf21ca,Female,30,1,33.0,0,< 1 Year,No,26988.0,152.0,249,0
679c3f99153edc64d0cf648d,Male,66,1,41.0,0,1-2 Year,Yes,22561.0,124.0,108,0
679c3f9a153edc64d0d2ab3b,Male,56,1,28.0,0,1-2 Year,Yes,2630.0,26.0,114,0
679c3f9a153edc64d0d2ec45,Female,65,1,50.0,0,1-2 Year,No,25163.0,8.0,223,0
679c3f99153edc64d0cfb44b,Male,41,1,33.0,0,1-2 Year,Yes,23022.0,26.0,297,1
679c3f99153edc64d0cfdf53,Female,25,1,29.0,1,< 1 Year,No,34168.0,152.0,160,0
679c3f9a153edc64d0d056cf,Female,34,1,32.0,0,1-2 Year,Yes,2630.0,124.0,177,0
679c3f9a153edc64d0d1d7bb,Female,70,1,28.0,0,1-2 Year,Yes,45758.0,148.0,30,0
679c3f9b153edc64d0d45f7a,Male,57,1,28.0,0,> 2 Years,Yes,38470.0,26.0,184,1
679c3f9a153edc64d0d1ae0c,Female,26,1,47.0,1,< 1 Year,No,44937.0,152.0,82,0
679c3f9a153edc64d0d2d3da,Male,22,1,12.0,1,< 1 Year,No,28192.0,152.0,158,0
679c3f9b153edc64d0d3c369,Female,36,1,35.0,1,1-2 Year,No,2630.0,152.0,19,0
679c3f9b153edc64d0d40ca0,Male,25,1,11.0,1,< 1 Year,No,29612.0,152.0,34,0
679c3f9a153edc64d0d0e724,Female,24,1,3.0,1,< 1 Year,No,46535.0,152.0,107,0
679c3f9a153edc64d0d21751,Female,24,1,28.0,1,< 1 Year,No,42996.0,152.0,291,0
679c3f9a153edc64d0d30103,Female,41,1,45.0,1,1-2 Year,No,2630.0,124.0,271,0
679c3f9a153edc64d0d19a80,Female,35,1,28.0,0,1-2 Year,Yes,49619.0,26.0,188,1
679c3f9a153edc64d0d09de8,Female,47,1,46.0,0,1-2 Year,Yes,23289.0,26.0,228,1
679c3f9b153edc64d0d31d78,Female,29,1,6.0,1,< 1 Year,No,24643.0,152.0,190,0
679c3f99153edc64d0cfea36,Male,41,1,47.0,0,1-2 Year,Yes,41116.0,124.0,286,1
679c3f9a153edc64d0d20a6d,Male,62,1,15.0,1,1-2 Year,No,44062.0,124.0,94,0
679c3f9a153edc64d0d1d1ff,Male,59,1,28.0,1,1-2 Year,No,24870.0,60.0,288,0
679c3f9a153edc64d0d10fa4,Female,23,1,3.0,0,< 1 Year,Yes,30606.0,152.0,141,0
679c3f9a153edc64d0d1c1b8,Male,31,1,33.0,1,< 1 Year,No,27228.0,152.0,10,0
679c3f9a153edc64d0d2576c,Female,28,1,41.0,0,< 1 Year,Yes,24150.0,152.0,40,0
679c3f9a153edc64d0d10865,Female,57,1,28.0,0,1-2 Year,Yes,29205.0,26.0,43,1
679c3f9a153edc64d0d2766c,Male,37,1,28.0,0,1-2 Year,Yes,46767.0,124.0,242,0
679c3f9b153edc64d0d342b2,Male,68,1,8.0,1,1-2 Year,No,58844.0,124.0,129,0
679c3f99153edc64d0d01af9,Female,32,1,37.0,1,1-2 Year,No,28703.0,128.0,160,0
679c3f9b153edc64d0d4435d,Female,45,1,45.0,1,1-2 Year,No,21272.0,124.0,71,0
679c3f9a153edc64d0d252d4,Male,36,1,46.0,0,1-2 Year,Yes,20335.0,26.0,53,1
679c3f9b153edc64d0d37c9e,Female,25,1,50.0,1,< 1 Year,No,22675.0,152.0,71,0
679c3f9b153edc64d0d3693c,Female,21,1,36.0,0,< 1 Year,No,35553.0,160.0,206,0
679c3f9a153edc64d0d07939,Female,31,1,28.0,0,1-2 Year,Yes,43343.0,154.0,146,0
679c3f99153edc64d0cf88ae,Female,46,1,49.0,0,1-2 Year,Yes,2630.0,152.0,30,0
679c3f99153edc64d0cfd6d9,Female,29,1,6.0,1,< 1 Year,No,18639.0,152.0,96,0
679c3f99153edc64d0cf03dd,Male,21,1,45.0,0,< 1 Year,Yes,41004.0,152.0,53,0
679c3f99153edc64d0cfbb1f,Male,22,1,45.0,1,< 1 Year,No,18923.0,152.0,21,0
679c3f9a153edc64d0d05db0,Male,43,1,28.0,0,> 2 Years,Yes,55351.0,124.0,184,0
679c3f9a153edc64d0d0a29d,Male,22,1,6.0,1,< 1 Year,No,23099.0,152.0,277,0
679c3f9a153edc64d0d1b46b,Female,44,1,28.0,0,1-2 Year,Yes,56160.0,155.0,289,1
679c3f9b153edc64d0d47ce2,Female,27,1,35.0,1,< 1 Year,No,2630.0,160.0,15,0
679c3f99153edc64d0d02219,Female,60,1,39.0,0,> 2 Years,Yes,35778.0,124.0,231,0
679c3f99153edc64d0cf9e68,Female,26,1,32.0,1,< 1 Year,No,2630.0,152.0,279,0
679c3f99153edc64d0d02dc1,Female,22,1,13.0,0,< 1 Year,No,27343.0,152.0,209,0
679c3f9a153edc64d0d28894,Male,20,1,37.0,0,< 1 Year,Yes,32462.0,160.0,174,0
679c3f9b153edc64d0d44e2b,Female,24,1,41.0,0,< 1 Year,Yes,46009.0,152.0,218,0
679c3f9b153edc64d0d34c53,Female,21,1,34.0,0,< 1 Year,Yes,43578.0,160.0,86,0
679c3f9a153edc64d0d250ba,Male,20,1,50.0,0,< 1 Year,Yes,38209.0,160.0,132,0
679c3f99153edc64d0d02a53,Female,23,1,45.0,1,< 1 Year,No,22689.0,152.0,56,0
679c3f99153edc64d0cff8c2,Female,34,1,6.0,1,< 1 Year,No,36535.0,152.0,266,0
679c3f9b153edc64d0d37a17,Male,42,1,28.0,0,1-2 Year,Yes,36171.0,26.0,220,0
679c3f99153edc64d0d03740,Male,58,1,28.0,0,1-2 Year,Yes,69939.0,26.0,228,0
679c3f99153edc64d0cf3e09,Male,41,1,46.0,0,1-2 Year,Yes,28872.0,11.0,51,1
679c3f9b153edc64d0d4a0fd,Female,26,1,37.0,1,< 1 Year,No,32216.0,152.0,74,0
679c3f9a153edc64d0d2c02f,Male,34,1,0.0,0,1-2 Year,Yes,2630.0,26.0,169,0
679c3f9b153edc64d0d3e30b,Male,50,1,13.0,0,1-2 Year,Yes,43272.0,26.0,103,0
679c3f9a153edc64d0d161ef,Male,29,1,8.0,1,< 1 Year,No,34691.0,152.0,249,0
679c3f9b153edc64d0d3c2a2,Male,24,1,46.0,1,1-2 Year,No,2630.0,156.0,18,0
679c3f9a153edc64d0d10d37,Female,21,1,39.0,1,< 1 Year,No,36462.0,152.0,247,0
679c3f99153edc64d0cf55d1,Female,23,1,28.0,0,< 1 Year,Yes,34736.0,151.0,290,0
679c3f99153edc64d0cf5932,Male,37,1,8.0,0,1-2 Year,Yes,30048.0,124.0,58,0
679c3f9a153edc64d0d0d5cb,Female,54,1,15.0,0,1-2 Year,Yes,2630.0,156.0,238,0
679c3f9b153edc64d0d47f82,Female,22,1,21.0,0,< 1 Year,Yes,31411.0,152.0,119,1
679c3f9b153edc64d0d3f255,Male,73,1,41.0,1,1-2 Year,No,2630.0,26.0,72,0
679c3f9a153edc64d0d0883b,Male,23,1,30.0,1,< 1 Year,No,40977.0,26.0,72,0
679c3f9b153edc64d0d33ff1,Male,44,1,8.0,0,1-2 Year,Yes,46202.0,156.0,251,0
679c3f9a153edc64d0d2fc95,Male,42,1,3.0,0,1-2 Year,Yes,22263.0,124.0,250,1
679c3f9a153edc64d0d2bbcc,Female,57,1,28.0,0,1-2 Year,Yes,39231.0,124.0,122,0
679c3f99153edc64d0cf10d5,Male,75,1,8.0,0,1-2 Year,Yes,45488.0,124.0,158,0
679c3f9a153edc64d0d0703e,Female,35,1,41.0,0,1-2 Year,Yes,32067.0,124.0,18,0
679c3f9b153edc64d0d36e2f,Male,71,1,28.0,0,1-2 Year,Yes,43840.0,26.0,213,0
679c3f9b153edc64d0d4adff,Male,23,1,30.0,1,< 1 Year,No,24060.0,152.0,253,0
679c3f9a153edc64d0d2866a,Male,23,1,14.0,1,< 1 Year,No,29940.0,152.0,192,0
679c3f9a153edc64d0d063ba,Female,30,1,28.0,1,1-2 Year,No,40108.0,124.0,273,0
679c3f9a153edc64d0d2e36b,Male,25,1,41.0,1,< 1 Year,No,43487.0,152.0,247,0
679c3f9a153edc64d0d1f36b,Female,28,1,21.0,1,< 1 Year,No,20255.0,152.0,236,0
679c3f9a153edc64d0d255c8,Female,75,1,15.0,1,1-2 Year,No,24889.0,152.0,84,0
679c3f9b153edc64d0d43197,Male,53,1,4.0,0,1-2 Year,Yes,2630.0,124.0,106,1
679c3f9a153edc64d0d07a3d,Female,23,1,30.0,1,< 1 Year,No,22514.0,152.0,124,0
679c3f9a153edc64d0d0d344,Female,46,1,28.0,0,1-2 Year,Yes,30449.0,124.0,36,0
679c3f99153edc64d0cfad43,Female,55,1,28.0,1,1-2 Year,No,41501.0,26.0,76,0
679c3f9b153edc64d0d3c87b,Female,45,1,28.0,1,1-2 Year,No,86888.0,122.0,53,0
679c3f99153edc64d0cf8225,Male,63,1,33.0,1,1-2 Year,No,2630.0,124.0,234,0
679c3f9a153edc64d0d0779a,Male,64,1,28.0,1,1-2 Year,No,40543.0,61.0,131,0
679c3f9a153edc64d0d24cc6,Male,43,1,50.0,0,1-2 Year,Yes,31367.0,8.0,18,1
679c3f9a153edc64d0d0aacd,Male,68,1,11.0,0,1-2 Year,Yes,2630.0,124.0,217,1
679c3f9b153edc64d0d31225,Female,64,1,8.0,0,1-2 Year,Yes,30269.0,124.0,14,0
679c3f9a153edc64d0d2a68f,Female,38,1,8.0,0,1-2 Year,Yes,2630.0,156.0,175,1
679c3f9b153edc64d0d40992,Male,24,1,10.0,1,< 1 Year,No,31330.0,26.0,70,0
679c3f9a153edc64d0d24166,Female,28,1,3.0,1,< 1 Year,No,27315.0,152.0,111,0
679c3f99153edc64d0cfa580,Female,68,1,11.0,1,1-2 Year,No,2630.0,120.0,250,0
679c3f9b153edc64d0d34f49,Female,48,1,28.0,0,1-2 Year,Yes,44188.0,124.0,144,0
679c3f9b153edc64d0d3734b,Female,52,1,28.0,0,> 2 Years,Yes,35537.0,150.0,167,0
679c3f9a153edc64d0d22b47,Male,21,1,29.0,1,< 1 Year,No,43660.0,160.0,281,0
679c3f9b153edc64d0d407e9,Male,64,1,28.0,0,> 2 Years,Yes,52133.0,124.0,249,0
679c3f9a153edc64d0d073fb,Female,37,1,46.0,0,1-2 Year,Yes,26594.0,26.0,276,0
679c3f9b153edc64d0d3e847,Female,25,1,33.0,1,< 1 Year,No,23197.0,152.0,297,0
679c3f9a153edc64d0d15b70,Female,29,1,18.0,0,1-2 Year,No,2630.0,124.0,23,0
679c3f9a153edc64d0d0bbb6,Male,57,1,11.0,0,1-2 Year,Yes,30961.0,124.0,50,0
679c3f99153edc64d0cf43dc,Male,67,1,28.0,1,1-2 Year,No,60727.0,124.0,280,0
679c3f9a153edc64d0d0fba2,Male,23,1,14.0,1,< 1 Year,No,31593.0,152.0,58,0
679c3f9b153edc64d0d33cdb,Female,25,1,25.0,1,< 1 Year,No,32843.0,152.0,35,0
679c3f9a153edc64d0d0cccc,Female,28,1,10.0,1,< 1 Year,No,14181.0,152.0,262,0
679c3f9a153edc64d0d22e2d,Female,32,1,28.0,0,1-2 Year,Yes,58988.0,26.0,93,0
679c3f9a153edc64d0d09683,Male,43,1,44.0,0,1-2 Year,Yes,31427.0,124.0,229,0
679c3f99153edc64d0cf3e3b,Male,74,1,28.0,1,1-2 Year,No,35541.0,122.0,261,0
679c3f9b153edc64d0d48f92,Male,59,1,28.0,0,> 2 Years,Yes,53314.0,154.0,37,0
679c3f9b153edc64d0d361e7,Male,26,1,30.0,1,< 1 Year,No,33399.0,152.0,117,0
679c3f9b153edc64d0d3e1f8,Female,23,1,47.0,1,< 1 Year,No,33302.0,152.0,69,0
679c3f9b153edc64d0d3f249,Female,25,1,24.0,1,< 1 Year,No,34148.0,152.0,269,0
679c3f99153edc64d0cfe0d0,Male,30,1,33.0,1,1-2 Year,No,28039.0,124.0,292,0
679c3f99153edc64d0d01f49,Male,24,1,15.0,1,< 1 Year,No,38956.0,152.0,112,0
679c3f9a153edc64d0d05a57,Female,22,1,3.0,1,< 1 Year,No,25131.0,160.0,175,0
679c3f99153edc64d0cfe4c6,Male,57,1,5.0,0,1-2 Year,Yes,36682.0,29.0,136,1
679c3f9a153edc64d0d0b705,Female,30,1,28.0,0,1-2 Year,Yes,2630.0,158.0,262,1
679c3f9b153edc64d0d46ccf,Male,41,1,46.0,0,1-2 Year,Yes,2630.0,124.0,171,1
679c3f99153edc64d0cfc58e,Male,21,1,8.0,1,< 1 Year,No,37735.0,160.0,139,0
679c3f9a153edc64d0d0f43e,Female,23,1,41.0,1,< 1 Year,No,30354.0,152.0,52,0
679c3f9a153edc64d0d14fd6,Female,35,1,27.0,0,1-2 Year,Yes,31896.0,152.0,159,0
679c3f9b153edc64d0d36818,Male,52,1,28.0,0,1-2 Year,Yes,47995.0,124.0,82,0
679c3f9a153edc64d0d3038f,Female,55,1,28.0,1,1-2 Year,No,40521.0,26.0,93,0
679c3f99153edc64d0cf42ce,Female,55,1,8.0,0,1-2 Year,Yes,45236.0,26.0,213,0
679c3f9a153edc64d0d1cc1f,Male,59,1,36.0,1,1-2 Year,No,36970.0,26.0,43,0
679c3f9a153edc64d0d26796,Female,65,1,26.0,1,1-2 Year,No,43221.0,22.0,183,0
679c3f9b153edc64d0d46713,Female,48,1,29.0,1,1-2 Year,No,33477.0,152.0,25,0
679c3f9a153edc64d0d18911,Female,68,1,28.0,0,1-2 Year,Yes,2630.0,122.0,290,0
679c3f9a153edc64d0d2ac22,Male,25,1,14.0,1,< 1 Year,No,29518.0,152.0,189,0
679c3f9a153edc64d0d296f0,Male,22,1,3.0,0,< 1 Year,Yes,29624.0,160.0,122,0
679c3f9b153edc64d0d42f40,Male,60,1,28.0,1,1-2 Year,No,50204.0,30.0,240,0
679c3f99153edc64d0cfa637,Female,22,1,33.0,1,< 1 Year,No,27739.0,152.0,12,0
679c3f9a153edc64d0d2561f,Female,23,1,36.0,0,< 1 Year,Yes,28935.0,151.0,112,1
679c3f9b153edc64d0d422ca,Female,59,1,39.0,0,1-2 Year,Yes,2630.0,26.0,190,0
679c3f9a153edc64d0d0a703,Male,61,1,14.0,0,1-2 Year,Yes,31548.0,26.0,284,1
679c3f9b153edc64d0d3ee75,Female,41,1,28.0,0,1-2 Year,Yes,26308.0,124.0,240,0
679c3f9a153edc64d0d1f931,Male,49,1,28.0,0,> 2 Years,Yes,49430.0,26.0,143,0
679c3f9a153edc64d0d05553,Male,42,1,28.0,0,1-2 Year,Yes,29507.0,25.0,68,1
679c3f9a153edc64d0d0c48d,Female,49,1,33.0,0,1-2 Year,Yes,24979.0,26.0,76,1
